symptom,pref_label,meddra_code,soc
Eosinophilic oesophagitis,Eosinophilic oesophagitis,10064212,Immune system disorders
Ependymoma,Ependymoma,10014967,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Epidermal necrosis,Epidermal necrosis,10059284,Skin and subcutaneous tissue disorders
Epididymitis,Epididymitis,10015000,Reproductive system and breast disorders
Epiglottic oedema,Epiglottic oedema,10015029,"Respiratory, thoracic and mediastinal disorders"
Epiglottitis,Epiglottitis,10015030,"Respiratory, thoracic and mediastinal disorders"
Epilepsy,Epilepsy,10015037,Nervous system disorders
Epiphysiolysis,Epiphysiolysis,10015079,Musculoskeletal and connective tissue disorders
Epistaxis,Epistaxis,10015090,Vascular disorders
Epstein-Barr virus antibody,Epstein-Barr virus antibody,10053817,Investigations
Epstein-Barr virus antibody negative,Epstein-Barr virus antibody negative,10053818,Investigations
Epstein-Barr virus antibody positive,Epstein-Barr virus antibody positive,10052324,Investigations
Epstein-Barr virus antigen positive,Epstein-Barr virus antigen positive,10052363,Investigations
Epstein-Barr virus infection,Epstein-Barr virus infection,10015108,Infections and infestations
Epstein-Barr virus infection reactivation,Epstein-Barr virus infection reactivation,10015109,Infections and infestations
Epstein-Barr virus test,Epstein-Barr virus test,10050681,Investigations
Epstein-Barr virus test negative,Epstein-Barr virus test negative,10067926,Investigations
Epstein-Barr virus test positive,Epstein-Barr virus test positive,10064545,Investigations
Erectile dysfunction,Erectile dysfunction,10061461,Psychiatric disorders
Eructation,Eructation,10015137,Gastrointestinal disorders
Erysipelas,Erysipelas,10015145,Skin and subcutaneous tissue disorders
Erythema,Erythema,10015150,Skin and subcutaneous tissue disorders
Erythema multiforme,Erythema multiforme,10015218,Skin and subcutaneous tissue disorders
Erythema of eyelid,Erythema of eyelid,10015237,Eye disorders
Erythromelalgia,Erythromelalgia,10015284,Vascular disorders
Eschar,Eschar,10051814,Vascular disorders
Escherichia infection,Escherichia infection,10061126,Infections and infestations
Escherichia pyelonephritis,Escherichia pyelonephritis,10074409,Renal and urinary disorders
Escherichia sepsis,Escherichia sepsis,10015296,Infections and infestations
Escherichia test,Escherichia test,10073290,Investigations
Escherichia test negative,Escherichia test negative,10073291,Investigations
Escherichia test positive,Escherichia test positive,10070090,Investigations
Essential hypertension,Essential hypertension,10015488,Vascular disorders
Essential thrombocythaemia,Essential thrombocythaemia,10015493,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Essential tremor,Essential tremor,10015496,Nervous system disorders
Euphoric mood,Euphoric mood,10015535,Psychiatric disorders
Eustachian tube disorder,Eustachian tube disorder,10061462,Ear and labyrinth disorders
Eustachian tube dysfunction,Eustachian tube dysfunction,10015543,Ear and labyrinth disorders
Evans syndrome,Evans syndrome,10053873,Blood and lymphatic system disorders
Exaggerated startle response,Exaggerated startle response,10066482,Psychiatric disorders
Excessive cerumen production,Excessive cerumen production,10076897,Ear and labyrinth disorders
Excessive eye blinking,Excessive eye blinking,10065166,Eye disorders
Executive dysfunction,Executive dysfunction,10070246,Psychiatric disorders
Exercise electrocardiogram,Exercise electrocardiogram,10015644,Investigations
Exercise electrocardiogram abnormal,Exercise electrocardiogram abnormal,10015645,Investigations
Exercise tolerance decreased,Exercise tolerance decreased,10051301,General disorders and administration site conditions
Exertional headache,Exertional headache,10068614,Nervous system disorders
Exfoliative rash,Exfoliative rash,10064579,Skin and subcutaneous tissue disorders
Exophthalmos,Exophthalmos,10015683,Endocrine disorders
Exostosis,Exostosis,10015688,Musculoskeletal and connective tissue disorders
Expired product administered,Expired product administered,10074902,"Injury, poisoning and procedural complications"
Exposure during pregnancy,Exposure during pregnancy,10073513,"Injury, poisoning and procedural complications"
Exposure to SARS-CoV-2,Exposure to SARS-CoV-2,10084456,"Injury, poisoning and procedural complications"
Exposure to communicable disease,Exposure to communicable disease,10049711,"Injury, poisoning and procedural complications"
Exposure to contaminated device,Exposure to contaminated device,10068515,"Injury, poisoning and procedural complications"
Exposure via breast milk,Exposure via breast milk,10080751,"Injury, poisoning and procedural complications"
Exposure via eye contact,Exposure via eye contact,10073336,"Injury, poisoning and procedural complications"
Exposure via mucosa,Exposure via mucosa,10081501,"Injury, poisoning and procedural complications"
Exposure via partner,Exposure via partner,10071412,"Injury, poisoning and procedural complications"
Exposure via skin contact,Exposure via skin contact,10071430,"Injury, poisoning and procedural complications"
Exposure via unknown route,Exposure via unknown route,10078762,"Injury, poisoning and procedural complications"
Extensive swelling of vaccinated limb,Extensive swelling of vaccinated limb,10065106,"Injury, poisoning and procedural complications"
Extensor plantar response,Extensor plantar response,10015727,Nervous system disorders
External ear pain,External ear pain,10065785,Ear and labyrinth disorders
Extra dose administered,Extra dose administered,10064366,"Injury, poisoning and procedural complications"
Extrasystoles,Extrasystoles,10015856,Cardiac disorders
Extremity contracture,Extremity contracture,10050732,Musculoskeletal and connective tissue disorders
Exudative retinopathy,Exudative retinopathy,10015901,Vascular disorders
Eye contusion,Eye contusion,10073354,"Injury, poisoning and procedural complications"
Eye discharge,Eye discharge,10015915,Eye disorders
Eye disorder,Eye disorder,10015916,Eye disorders
Eye haematoma,Eye haematoma,10079891,"Injury, poisoning and procedural complications"
Eye haemorrhage,Eye haemorrhage,10015926,Eye disorders
Eye infection,Eye infection,10015929,Infections and infestations
Eye inflammation,Eye inflammation,10015943,Eye disorders
Eye injury,Eye injury,10061128,Eye disorders
Eye irrigation,Eye irrigation,10053300,Surgical and medical procedures
Eye irritation,Eye irritation,10015946,Eye disorders
Eye movement disorder,Eye movement disorder,10061129,Eye disorders
Eye oedema,Eye oedema,10052139,Eye disorders
Eye operation,Eye operation,10061852,Surgical and medical procedures
Eye pain,Eye pain,10015958,Eye disorders
Eye pruritus,Eye pruritus,10052140,Eye disorders
Eye swelling,Eye swelling,10015967,Eye disorders
Eyeball avulsion,Eyeball avulsion,10015971,Eye disorders
Eyelash discolouration,Eyelash discolouration,10058809,Eye disorders
Eyelid bleeding,Eyelid bleeding,10053196,Skin and subcutaneous tissue disorders
Eyelid cyst,Eyelid cyst,10063692,Skin and subcutaneous tissue disorders
Eyelid cyst removal,Eyelid cyst removal,10084552,Surgical and medical procedures
Eyelid discolouration,Eyelid discolouration,10091462,Skin and subcutaneous tissue disorders
Eyelid disorder,Eyelid disorder,10061130,Eye disorders
Eyelid function disorder,Eyelid function disorder,10061145,Eye disorders
Eyelid infection,Eyelid infection,10015988,Eye disorders
Eyelid injury,Eyelid injury,10069200,Skin and subcutaneous tissue disorders
Eyelid irritation,Eyelid irritation,10057385,Eye disorders
Eyelid margin crusting,Eyelid margin crusting,10052132,Eye disorders
Eyelid myoclonus,Eyelid myoclonus,10076060,Nervous system disorders
Eyelid oedema,Eyelid oedema,10015993,Immune system disorders
Eyelid operation,Eyelid operation,10061853,Surgical and medical procedures
Eyelid pain,Eyelid pain,10059208,Eye disorders
Eyelid ptosis,Eyelid ptosis,10015995,Eye disorders
Eyelid rash,Eyelid rash,10074620,Eye disorders
Eyelid tumour,Eyelid tumour,10050497,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Eyelid weights application,Eyelid weights application,10080109,Surgical and medical procedures
Eyelids pruritus,Eyelids pruritus,10051627,Eye disorders
FEV1/FVC ratio decreased,FEV1/FVC ratio decreased,10081435,Investigations
Face and mouth X-ray,Face and mouth X-ray,10016018,Investigations
Face and mouth X-ray normal,Face and mouth X-ray normal,10016020,Investigations
Face injury,Face injury,10050392,"Injury, poisoning and procedural complications"
Face oedema,Face oedema,10016029,Immune system disorders
Facet joint syndrome,Facet joint syndrome,10054813,Nervous system disorders
Facial asymmetry,Facial asymmetry,10068737,Musculoskeletal and connective tissue disorders
Facial discomfort,Facial discomfort,10083537,General disorders and administration site conditions
Facial nerve disorder,Facial nerve disorder,10061457,Nervous system disorders
Facial nerve neuritis,Facial nerve neuritis,10091303,Nervous system disorders
Facial pain,Facial pain,10016059,General disorders and administration site conditions
Facial paralysis,Facial paralysis,10016062,Nervous system disorders
Facial paresis,Facial paresis,10051267,Nervous system disorders
Facial reanimation operation,Facial reanimation operation,10089463,Surgical and medical procedures
Facial spasm,Facial spasm,10063006,Nervous system disorders
Factor VIII activity increased,Factor VIII activity increased,10087445,Investigations
Factor VIII activity test,Factor VIII activity test,10086559,Investigations
Faecal calprotectin,Faecal calprotectin,10069670,Investigations
Faecal calprotectin abnormal,Faecal calprotectin abnormal,10072481,Investigations
Faecal calprotectin increased,Faecal calprotectin increased,10072482,Investigations
Faecal calprotectin normal,Faecal calprotectin normal,10072480,Investigations
Faecal elastase test,Faecal elastase test,10082867,Investigations
Faecal occult blood negative,Faecal occult blood negative,10016094,Investigations
Faecal occult blood positive,Faecal occult blood positive,10016095,Investigations
Faecaloma,Faecaloma,10056325,Gastrointestinal disorders
Faeces discoloured,Faeces discoloured,10016100,Gastrointestinal disorders
Faeces hard,Faeces hard,10016101,Gastrointestinal disorders
Faeces pale,Faeces pale,10016102,Gastrointestinal disorders
Faeces soft,Faeces soft,10074859,Gastrointestinal disorders
Failure to thrive,Failure to thrive,10016165,Metabolism and nutrition disorders
Fall,Fall,10016173,"Injury, poisoning and procedural complications"
Familial amyloidosis,Familial amyloidosis,10016202,Nervous system disorders
Familial periodic paralysis,Familial periodic paralysis,10016208,"Congenital, familial and genetic disorders"
Family stress,Family stress,10016215,Social circumstances
Fasciitis,Fasciitis,10016228,Musculoskeletal and connective tissue disorders
Fat necrosis,Fat necrosis,10061857,General disorders and administration site conditions
Fatigue,Fatigue,10016256,General disorders and administration site conditions
Fear,Fear,10016275,Psychiatric disorders
Fear of falling,Fear of falling,10048744,Psychiatric disorders
Fear of injection,Fear of injection,10073753,Psychiatric disorders
Febrile convulsion,Febrile convulsion,10016284,Nervous system disorders
Febrile neutropenia,Febrile neutropenia,10016288,Blood and lymphatic system disorders
Feeding disorder,Feeding disorder,10061148,Psychiatric disorders
Feeling abnormal,Feeling abnormal,10016322,General disorders and administration site conditions
Feeling cold,Feeling cold,10016326,General disorders and administration site conditions
Feeling drunk,Feeling drunk,10016330,General disorders and administration site conditions
Feeling hot,Feeling hot,10016334,General disorders and administration site conditions
Feeling jittery,Feeling jittery,10016338,General disorders and administration site conditions
Feeling of body temperature change,Feeling of body temperature change,10061458,General disorders and administration site conditions
Feeling of despair,Feeling of despair,10016344,Psychiatric disorders
Feeling of relaxation,Feeling of relaxation,10016352,General disorders and administration site conditions
Female sterilisation,Female sterilisation,10056199,Surgical and medical procedures
